age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-balance,hours-per-week,native-country,income
"[17, 56[",Self-Employed,160151,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,138852,College,Married-civ-spouse,Management,Husband,White,Male,0,45,United-States,>50K
"[17, 56[",Self-Employed,172826,College,Married-civ-spouse,Management,Husband,White,Male,99999,55,United-States,>50K
"[17, 56[",Self-Employed,201763,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,329980,College,Married-civ-spouse,Management,Husband,White,Male,-2415,60,United-States,>50K
"[17, 56[",Self-Employed,153132,College,Married-civ-spouse,Management,Husband,White,Male,7688,52,United-States,>50K
"[17, 56[",Self-Employed,141807,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,102771,College,Married-civ-spouse,Management,Husband,White,Male,0,52,United-States,>50K
"[17, 56[",Self-Employed,175485,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,<=50K
"[17, 56[",Self-Employed,193188,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,200471,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,210736,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,<=50K
"[17, 56[",Self-Employed,278322,College,Married-civ-spouse,Management,Husband,White,Male,0,45,United-States,<=50K
"[17, 56[",Self-Employed,284799,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,<=50K
"[17, 56[",Self-Employed,362654,College,Married-civ-spouse,Management,Husband,White,Male,15024,50,United-States,>50K
"[17, 56[",Self-Employed,304955,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,145697,College,Married-civ-spouse,Management,Husband,White,Male,0,30,United-States,<=50K
"[17, 56[",Self-Employed,68330,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,<=50K
"[17, 56[",Self-Employed,100506,College,Married-civ-spouse,Management,Husband,White,Male,15024,50,United-States,>50K
"[17, 56[",Self-Employed,120121,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,142719,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,204205,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,135342,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,187720,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,197332,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,<=50K
"[17, 56[",Self-Employed,218302,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,127315,College,Married-civ-spouse,Management,Husband,White,Male,15024,60,United-States,>50K
"[17, 56[",Self-Employed,187563,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,90693,College,Married-civ-spouse,Management,Husband,White,Male,0,70,United-States,<=50K
"[17, 56[",Self-Employed,191978,College,Married-civ-spouse,Management,Husband,White,Male,-2392,50,United-States,>50K
"[17, 56[",Self-Employed,119281,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,40444,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,<=50K
"[17, 56[",Self-Employed,95150,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,124963,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,227856,College,Married-civ-spouse,Management,Husband,White,Male,-2415,50,United-States,>50K
"[17, 56[",Self-Employed,194636,College,Married-civ-spouse,Management,Husband,White,Male,99999,65,United-States,>50K
"[17, 56[",Self-Employed,34091,College,Married-civ-spouse,Management,Husband,White,Male,0,38,United-States,>50K
"[17, 56[",Self-Employed,99452,College,Married-civ-spouse,Management,Husband,White,Male,0,55,United-States,>50K
"[17, 56[",Self-Employed,332355,College,Married-civ-spouse,Management,Husband,White,Male,15024,50,United-States,>50K
"[17, 56[",Self-Employed,173783,College,Married-civ-spouse,Management,Husband,White,Male,15024,60,United-States,>50K
"[17, 56[",Self-Employed,109282,College,Married-civ-spouse,Management,Husband,White,Male,0,52,United-States,>50K
"[17, 56[",Self-Employed,39089,College,Married-civ-spouse,Management,Husband,White,Male,3103,50,United-States,>50K
"[17, 56[",Self-Employed,98051,College,Married-civ-spouse,Management,Husband,White,Male,0,54,United-States,>50K
"[17, 56[",Self-Employed,283338,College,Married-civ-spouse,Management,Husband,White,Male,7298,40,United-States,>50K
"[17, 56[",Self-Employed,269733,College,Married-civ-spouse,Management,Husband,White,Male,0,30,United-States,<=50K
"[17, 56[",Self-Employed,196373,College,Married-civ-spouse,Management,Husband,White,Male,0,45,United-States,>50K
"[17, 56[",Self-Employed,119099,College,Married-civ-spouse,Management,Husband,White,Male,0,99,United-States,>50K
"[17, 56[",Self-Employed,275223,College,Married-civ-spouse,Management,Husband,White,Male,7688,40,United-States,>50K
"[17, 56[",Self-Employed,253060,College,Married-civ-spouse,Management,Husband,White,Male,7688,45,United-States,>50K
"[17, 56[",Self-Employed,96509,College,Married-civ-spouse,Management,Husband,Asian-Pac-Islander,Male,0,60,Taiwan,<=50K
"[17, 56[",Self-Employed,190290,College,Married-civ-spouse,Management,Husband,White,Male,0,40,?,>50K
"[17, 56[",Self-Employed,314375,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,121352,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,<=50K
"[17, 56[",Self-Employed,216473,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,340110,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,189092,College,Married-civ-spouse,Management,Husband,White,Male,0,45,United-States,<=50K
"[17, 56[",Self-Employed,328216,College,Married-civ-spouse,Management,Husband,White,Male,-1902,42,?,>50K
"[17, 56[",Self-Employed,64885,College,Married-civ-spouse,Management,Husband,White,Male,0,70,United-States,>50K
"[17, 56[",Self-Employed,254291,College,Married-civ-spouse,Management,Husband,White,Male,7298,50,United-States,>50K
"[17, 56[",Self-Employed,276934,College,Married-civ-spouse,Management,Husband,White,Male,0,70,United-States,>50K
"[17, 56[",Self-Employed,167793,College,Married-civ-spouse,Management,Husband,White,Male,15024,40,United-States,>50K
"[17, 56[",Self-Employed,124137,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,192894,College,Married-civ-spouse,Management,Husband,White,Male,-1902,45,United-States,>50K
"[17, 56[",Self-Employed,397280,College,Married-civ-spouse,Management,Husband,White,Male,0,72,?,<=50K
"[17, 56[",Self-Employed,142404,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,198660,College,Married-civ-spouse,Management,Husband,White,Male,99999,72,United-States,>50K
"[17, 56[",Self-Employed,78530,College,Married-civ-spouse,Management,Husband,White,Male,15024,50,United-States,>50K
"[17, 56[",Self-Employed,119422,College,Married-civ-spouse,Management,Husband,White,Male,0,70,United-States,<=50K
"[17, 56[",Self-Employed,219705,College,Married-civ-spouse,Management,Husband,White,Male,5013,55,United-States,<=50K
"[17, 56[",Self-Employed,96062,College,Married-civ-spouse,Management,Husband,White,Male,-1902,48,United-States,>50K
"[17, 56[",Self-Employed,241153,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,<=50K
"[17, 56[",Self-Employed,120126,College,Married-civ-spouse,Management,Husband,White,Male,-1887,45,United-States,>50K
"[17, 56[",Self-Employed,321990,College,Married-civ-spouse,Management,Husband,White,Male,15024,60,?,>50K
"[17, 56[",Self-Employed,181762,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,<=50K
"[17, 56[",Self-Employed,113870,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,342084,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,269318,College,Married-civ-spouse,Management,Husband,White,Male,7298,40,United-States,>50K
"[17, 56[",Self-Employed,127678,College,Married-civ-spouse,Management,Husband,White,Male,0,80,United-States,<=50K
"[17, 56[",Self-Employed,246891,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,189183,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,<=50K
"[17, 56[",Self-Employed,125892,College,Married-civ-spouse,Management,Husband,White,Male,0,38,United-States,>50K
"[17, 56[",Self-Employed,125324,College,Married-civ-spouse,Management,Husband,White,Male,0,80,United-States,>50K
"[17, 56[",Self-Employed,213140,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,212760,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,195447,College,Married-civ-spouse,Management,Husband,White,Male,0,45,United-States,<=50K
"[17, 56[",Self-Employed,383365,College,Married-civ-spouse,Management,Husband,White,Male,0,70,United-States,>50K
"[17, 56[",Self-Employed,222615,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,<=50K
"[17, 56[",Self-Employed,140365,College,Married-civ-spouse,Management,Husband,White,Male,-1902,55,United-States,>50K
"[17, 56[",Self-Employed,119565,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,49249,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,151089,College,Married-civ-spouse,Management,Husband,White,Male,-2415,55,United-States,>50K
"[17, 56[",Self-Employed,138497,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,<=50K
"[17, 56[",Self-Employed,198316,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,330874,College,Married-civ-spouse,Management,Husband,White,Male,0,70,United-States,>50K
"[17, 56[",Self-Employed,189404,College,Married-civ-spouse,Management,Husband,White,Male,-1740,40,United-States,<=50K
"[17, 56[",Self-Employed,26698,College,Married-civ-spouse,Management,Husband,White,Male,-1485,44,United-States,>50K
"[17, 56[",Self-Employed,107909,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,137367,College,Married-civ-spouse,Management,Husband,Asian-Pac-Islander,Male,0,50,China,<=50K
"[17, 56[",Self-Employed,77146,College,Married-civ-spouse,Management,Husband,White,Male,15024,45,United-States,>50K
"[17, 56[",Self-Employed,338836,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,114937,College,Married-civ-spouse,Management,Husband,White,Male,0,55,United-States,>50K
"[17, 56[",Self-Employed,173858,College,Married-civ-spouse,Management,Husband,Asian-Pac-Islander,Male,-1902,40,South,>50K
"[17, 56[",Self-Employed,240374,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,148532,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,116358,College,Married-civ-spouse,Management,Husband,Asian-Pac-Islander,Male,7688,40,?,>50K
"[17, 56[",Self-Employed,290640,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,326048,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,30529,College,Married-civ-spouse,Management,Husband,White,Male,-2415,50,United-States,>50K
"[17, 56[",Self-Employed,108435,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,33126,College,Married-civ-spouse,Management,Husband,White,Male,0,80,United-States,<=50K
"[17, 56[",Self-Employed,353927,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,196123,College,Married-civ-spouse,Management,Husband,White,Male,0,70,United-States,>50K
"[17, 56[",Self-Employed,304906,College,Married-civ-spouse,Management,Husband,White,Male,0,45,United-States,>50K
"[17, 56[",Self-Employed,187450,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,222641,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,<=50K
"[17, 56[",Self-Employed,120781,College,Married-civ-spouse,Management,Husband,Asian-Pac-Islander,Male,0,60,South,>50K
"[17, 56[",Self-Employed,116358,College,Married-civ-spouse,Management,Husband,Asian-Pac-Islander,Male,0,50,?,>50K
"[17, 56[",Self-Employed,132716,College,Married-civ-spouse,Management,Husband,White,Male,0,50,Germany,>50K
"[17, 56[",Self-Employed,220821,College,Married-civ-spouse,Management,Husband,White,Male,7688,40,United-States,>50K
"[17, 56[",Self-Employed,110457,College,Married-civ-spouse,Management,Husband,White,Male,0,55,United-States,>50K
"[17, 56[",Self-Employed,203488,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,56651,College,Married-civ-spouse,Management,Husband,White,Male,7688,45,United-States,>50K
"[17, 56[",Self-Employed,172175,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,34218,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,<=50K
"[17, 56[",Self-Employed,298449,College,Married-civ-spouse,Management,Husband,White,Male,-2415,50,United-States,>50K
"[17, 56[",Self-Employed,32356,College,Married-civ-spouse,Management,Husband,White,Male,0,51,United-States,<=50K
"[17, 56[",Self-Employed,302708,College,Married-civ-spouse,Management,Husband,Asian-Pac-Islander,Male,7688,50,Japan,>50K
"[17, 56[",Self-Employed,260938,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,55139,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,392325,College,Married-civ-spouse,Management,Husband,White,Male,99999,60,United-States,>50K
"[17, 56[",Self-Employed,299036,College,Married-civ-spouse,Management,Husband,White,Male,0,55,United-States,>50K
"[17, 56[",Self-Employed,114758,College,Married-civ-spouse,Management,Husband,White,Male,15024,50,United-States,>50K
"[17, 56[",Self-Employed,352971,College,Married-civ-spouse,Management,Husband,White,Male,0,45,United-States,>50K
"[17, 56[",Self-Employed,144949,College,Married-civ-spouse,Management,Husband,White,Male,0,65,United-States,<=50K
"[17, 56[",Self-Employed,155293,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,38819,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,343872,College,Married-civ-spouse,Management,Husband,Black,Male,0,35,Haiti,<=50K
"[17, 56[",Self-Employed,199265,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,<=50K
"[17, 56[",Self-Employed,129432,College,Married-civ-spouse,Management,Husband,White,Male,15024,40,United-States,>50K
"[17, 56[",Self-Employed,194995,College,Married-civ-spouse,Management,Husband,White,Male,0,45,United-States,>50K
"[17, 56[",Self-Employed,124963,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,239321,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,298215,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,155983,College,Married-civ-spouse,Management,Husband,White,Male,0,65,United-States,>50K
"[17, 56[",Self-Employed,58359,College,Married-civ-spouse,Management,Husband,White,Male,15024,50,United-States,>50K
"[17, 56[",Self-Employed,89041,College,Married-civ-spouse,Management,Husband,White,Male,15024,60,United-States,>50K
"[17, 56[",Self-Employed,186035,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,191277,College,Married-civ-spouse,Management,Husband,White,Male,15024,50,United-States,>50K
"[17, 56[",Self-Employed,180477,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,209538,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,187046,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,<=50K
"[17, 56[",Self-Employed,149102,College,Married-civ-spouse,Management,Husband,White,Male,0,35,United-States,>50K
"[17, 56[",Self-Employed,602513,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,103713,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,275094,College,Married-civ-spouse,Management,Husband,White,Male,7688,55,Mexico,>50K
"[17, 56[",Self-Employed,372525,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,197038,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,306156,College,Married-civ-spouse,Management,Husband,White,Male,15024,60,United-States,>50K
"[17, 56[",Self-Employed,215620,College,Married-civ-spouse,Management,Husband,White,Male,15024,55,United-States,>50K
"[17, 56[",Self-Employed,51579,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,345489,College,Married-civ-spouse,Management,Husband,White,Male,0,55,United-States,>50K
"[17, 56[",Self-Employed,120277,College,Married-civ-spouse,Management,Husband,White,Male,0,40,?,<=50K
"[17, 56[",Self-Employed,120277,College,Married-civ-spouse,Management,Husband,White,Male,99999,45,United-States,>50K
"[17, 56[",Self-Employed,120277,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,94113,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,218558,College,Married-civ-spouse,Management,Husband,White,Male,0,45,United-States,>50K
"[17, 56[",Self-Employed,134793,College,Married-civ-spouse,Management,Husband,White,Male,15024,50,United-States,>50K
"[17, 56[",Self-Employed,170785,College,Married-civ-spouse,Management,Husband,White,Male,0,55,United-States,<=50K
"[17, 56[",Self-Employed,285335,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,140988,College,Married-civ-spouse,Management,Other-relative,Asian-Pac-Islander,Male,0,45,India,<=50K
"[17, 56[",Self-Employed,216414,College,Married-civ-spouse,Management,Husband,White,Male,-1977,60,United-States,>50K
"[17, 56[",Self-Employed,196328,College,Married-civ-spouse,Management,Husband,Black,Male,0,40,Jamaica,<=50K
"[17, 56[",Self-Employed,304955,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,168221,College,Married-civ-spouse,Management,Husband,White,Male,-1740,70,United-States,<=50K
"[17, 56[",Self-Employed,117158,College,Married-civ-spouse,Management,Husband,White,Male,15024,60,United-States,>50K
"[17, 56[",Self-Employed,256362,College,Married-civ-spouse,Management,Husband,White,Male,3908,50,United-States,<=50K
"[17, 56[",Self-Employed,206964,College,Married-civ-spouse,Management,Husband,White,Male,-1977,40,United-States,>50K
"[17, 56[",Self-Employed,182273,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,<=50K
"[17, 56[",Self-Employed,140516,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,<=50K
"[17, 56[",Self-Employed,190759,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,362835,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,120131,College,Married-civ-spouse,Management,Husband,White,Male,0,50,Cuba,>50K
"[17, 56[",Self-Employed,244803,College,Married-civ-spouse,Management,Husband,White,Male,-1485,60,Cuba,>50K
"[17, 56[",Self-Employed,81513,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,93227,College,Married-civ-spouse,Management,Husband,Asian-Pac-Islander,Male,-1977,60,Taiwan,>50K
"[17, 56[",Self-Employed,337778,College,Married-civ-spouse,Management,Husband,White,Male,0,60,Yugoslavia,>50K
"[17, 56[",Self-Employed,312232,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,103078,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,<=50K
"[17, 56[",Self-Employed,240504,College,Married-civ-spouse,Management,Husband,White,Male,0,70,United-States,>50K
"[17, 56[",Self-Employed,188615,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,125892,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,117555,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,1097453,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,298215,College,Married-civ-spouse,Management,Husband,White,Male,0,45,United-States,>50K
"[17, 56[",Self-Employed,186845,College,Married-civ-spouse,Management,Own-child,White,Male,5178,50,United-States,>50K
"[17, 56[",Self-Employed,168796,College,Married-civ-spouse,Management,Husband,White,Male,0,55,United-States,<=50K
"[17, 56[",Self-Employed,204928,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,<=50K
"[17, 56[",Self-Employed,118212,College,Married-civ-spouse,Management,Husband,White,Male,99999,70,United-States,>50K
"[17, 56[",Self-Employed,46281,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,357596,College,Married-civ-spouse,Management,Husband,White,Male,7298,55,United-States,>50K
"[17, 56[",Self-Employed,151089,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,<=50K
"[17, 56[",Self-Employed,68015,College,Married-civ-spouse,Management,Husband,White,Male,0,90,United-States,>50K
"[17, 56[",Self-Employed,45054,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,348886,College,Married-civ-spouse,Management,Husband,White,Male,0,45,United-States,>50K
"[17, 56[",Self-Employed,189502,College,Married-civ-spouse,Management,Husband,White,Male,0,80,United-States,>50K
"[17, 56[",Self-Employed,120902,College,Married-civ-spouse,Management,Husband,White,Male,3103,37,United-States,>50K
"[17, 56[",Self-Employed,315998,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,<=50K
"[17, 56[",Self-Employed,230168,College,Married-civ-spouse,Management,Husband,White,Male,0,91,United-States,<=50K
"[17, 56[",Self-Employed,251240,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,130126,College,Married-civ-spouse,Management,Husband,White,Male,15024,45,United-States,>50K
"[17, 56[",Self-Employed,77689,College,Married-civ-spouse,Management,Husband,White,Male,7688,50,United-States,>50K
"[17, 56[",Self-Employed,36020,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,65624,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,33729,College,Married-civ-spouse,Management,Husband,White,Male,0,45,United-States,>50K
"[17, 56[",Self-Employed,223752,College,Married-civ-spouse,Management,Husband,White,Male,7688,40,?,>50K
"[17, 56[",Self-Employed,188330,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,<=50K
"[17, 56[",Self-Employed,89622,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,177905,College,Married-civ-spouse,Management,Husband,White,Male,7688,70,United-States,>50K
"[17, 56[",Self-Employed,119539,College,Married-civ-spouse,Management,Husband,White,Male,0,60,?,>50K
"[17, 56[",Self-Employed,101094,College,Married-civ-spouse,Management,Husband,White,Male,0,55,United-States,<=50K
"[17, 56[",Self-Employed,230767,College,Married-civ-spouse,Management,Husband,White,Male,-1902,60,Cuba,>50K
"[17, 56[",Self-Employed,431245,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,343789,College,Married-civ-spouse,Management,Husband,White,Male,7688,55,United-States,>50K
"[17, 56[",Self-Employed,204470,College,Married-civ-spouse,Management,Husband,White,Male,0,36,United-States,>50K
"[17, 56[",Self-Employed,177675,College,Married-civ-spouse,Management,Husband,White,Male,0,65,United-States,>50K
"[17, 56[",Self-Employed,145441,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,52565,College,Married-civ-spouse,Management,Husband,White,Male,-1485,40,United-States,<=50K
"[17, 56[",Self-Employed,231230,College,Married-civ-spouse,Management,Husband,White,Male,0,25,United-States,<=50K
"[17, 56[",Self-Employed,260938,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,154120,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
"[17, 56[",Self-Employed,138991,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,191196,College,Married-civ-spouse,Management,Husband,White,Male,-1977,60,?,>50K
"[17, 56[",Self-Employed,328466,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,>50K
"[17, 56[",Self-Employed,71556,College,Married-civ-spouse,Management,Husband,White,Male,0,50,?,>50K
"[17, 56[",Self-Employed,173664,College,Married-civ-spouse,Management,Husband,White,Male,0,45,United-States,>50K
"[17, 56[",Self-Employed,83311,College,Married-civ-spouse,Management,Husband,White,Male,0,13,United-States,<=50K
"[17, 56[",Self-Employed,162298,College,Married-civ-spouse,Management,Husband,White,Male,0,70,United-States,>50K
"[17, 56[",Self-Employed,201080,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,49572,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,<=50K
"[17, 56[",Self-Employed,160724,College,Married-civ-spouse,Management,Husband,Asian-Pac-Islander,Male,-2415,40,China,>50K
"[17, 56[",Self-Employed,123424,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,>50K
"[17, 56[",Self-Employed,263925,College,Married-civ-spouse,Management,Husband,White,Male,0,40,Canada,>50K
"[17, 56[",Self-Employed,44728,College,Married-civ-spouse,Management,Husband,White,Male,0,55,United-States,>50K
"[17, 56[",Self-Employed,246212,College,Married-civ-spouse,Management,Husband,White,Male,0,45,United-States,>50K
"[17, 56[",Self-Employed,397466,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,<=50K
"[17, 56[",Self-Employed,370119,College,Married-civ-spouse,Management,Husband,White,Male,15024,50,United-States,>50K
"[17, 56[",Self-Employed,114758,College,Married-civ-spouse,Management,Husband,White,Male,0,50,United-States,<=50K
"[17, 56[",Self-Employed,256866,College,Married-civ-spouse,Management,Husband,White,Male,5013,40,United-States,<=50K
"[17, 56[",Self-Employed,105021,College,Married-civ-spouse,Management,Husband,White,Male,0,55,United-States,>50K
"[17, 56[",Self-Employed,58683,College,Married-civ-spouse,Management,Husband,White,Male,0,70,United-States,>50K
"[17, 56[",Self-Employed,201522,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,<=50K
"[17, 56[",Self-Employed,483201,College,Married-civ-spouse,Management,Husband,White,Male,0,40,United-States,<=50K
"[17, 56[",Self-Employed,208406,College,Married-civ-spouse,Management,Husband,White,Male,0,60,United-States,>50K
